work_experience_id,freelancer_id,job_title,company_name,start_date,end_date,is_current,description
972d98bf-5d12-4416-90dc-406030770cd7,7bb0a060-dc92-4322-a0d2-12245463e121,Ml Ai Engineer,E-Commerce Ltd,2023-01-19,2024-03-14,0,"Sales-forecast model integrated into a finance dashboard, MAPE under 8%"
de664adf-281b-4d8a-b046-f1a4fb151185,db35843b-5205-416b-bf60-5b96f4af4e26,Senior Fullstack Engineer,StartupXYZ,2024-09-10,,1,"MVP for a fitness tracking SaaS — Next.js app, PostgreSQL, Stripe billing"
4b77b4e5-44cf-4bda-8d7d-9161b75159b5,39c31b33-bef0-41c9-aac1-0370fd095335,Senior Backend Engineer,Consultancy,2025-06-07,,1,Stripe-style webhook receiver with idempotent retries and dead-letter handling
79f9d75a-afc8-4cd9-ad6c-761447a3e1d2,9d744901-1ec8-4f64-a7c3-32deac059c83,Senior Fullstack Engineer,E-Commerce Ltd,2023-11-15,,1,"MVP for a fitness tracking SaaS — Next.js app, PostgreSQL, Stripe billing"
85d93b91-4ce7-49b2-8680-c351f1a69571,5e15d00e-a62d-404a-8eac-abe7889f188f,Senior Mobile Engineer,Digital Agency,2024-09-10,,1,Travel itinerary builder with airline schedule sync and weather overlays
fdd5df87-b46f-4409-8701-ee862a7d117d,6208b918-630d-4561-91ff-5b50a700140c,Senior Mobile Engineer,E-Commerce Ltd,2025-06-07,,1,Marketplace Android app supporting saved searches and chat negotiation
4e3de7e4-21b1-490c-9d7f-4e8525805e38,6208b918-630d-4561-91ff-5b50a700140c,Mobile Engineer,TechCorp,2022-05-24,2025-04-08,0,Banking transaction history with biometric login and offline view
441a3d54-4d13-442d-b948-c500944b25a6,fcba903b-fa0f-4859-8696-ab1bbf64429f,Senior Devops Engineer,Consultancy,2024-05-13,,1,"Centralised logging with Loki + Grafana, retention tuned for 30 days"
a492b42c-489c-4a4a-a5bd-8192a5134c1d,6418ee2c-ec99-44c6-b790-2dd19588027c,Senior Mobile Engineer,BigCo,2024-02-13,,1,"Food-delivery rider app with GPS tracking, push notifications, in-app payments"
74752631-abbb-438a-a695-a867a3eebfbc,6418ee2c-ec99-44c6-b790-2dd19588027c,Mobile Engineer,BigCo,2023-06-18,2023-12-15,0,Travel itinerary builder with airline schedule sync and weather overlays
74cf3fe1-8e37-4920-9e71-43236a6f4f20,830a080d-3583-49d4-81bc-173e18446574,Senior Mobile Engineer,Digital Agency,2023-06-18,,1,Travel itinerary builder with airline schedule sync and weather overlays
0812e310-c280-4aa8-a8dc-dafdfc6aeffd,830a080d-3583-49d4-81bc-173e18446574,Mobile Engineer,Digital Agency,2022-11-20,2023-04-19,0,Health-tracking iOS app with HealthKit and Apple Watch companion
c7a048f4-17bf-4278-b840-c7686222af9a,830a080d-3583-49d4-81bc-173e18446574,Mobile Engineer,StartupXYZ,2020-12-30,2022-09-21,0,Health-tracking iOS app with HealthKit and Apple Watch companion
c10b6e61-2af9-4ced-bd87-04b51f093fb7,ba9e1d73-22ff-4da8-bea3-1a33d10217fa,Senior Design Engineer,Fintech Co,2024-12-09,,1,Internal tool UX overhaul reducing support tickets by 30%
c69ba8db-f76f-4bb6-adfc-af7cd7b23828,d8a7bd56-c08e-4542-b08a-5e45de4f589d,Senior Devops Engineer,TechCorp,2025-08-06,,1,On-call rotation with PagerDuty integration and runbook automation
14550e84-da05-4676-9e38-d3e421f23c51,d8a7bd56-c08e-4542-b08a-5e45de4f589d,Devops Engineer,Fintech Co,2023-12-15,2025-06-07,0,Implemented blue/green deploys with automated rollback on failed health checks
cbbee9b8-bb24-47e2-99d5-3937ec08b2b1,42e7ebf8-565a-4a5a-8abd-2619a89b4a5a,Senior Devops Engineer,Fintech Co,2024-05-13,,1,"Centralised logging with Loki + Grafana, retention tuned for 30 days"
3cd2aff7-b014-4dd7-9869-defa8e02ff96,42e7ebf8-565a-4a5a-8abd-2619a89b4a5a,Devops Engineer,Digital Agency,2022-03-25,2024-03-14,0,On-call rotation with PagerDuty integration and runbook automation
178cc69e-75be-442a-8b0e-27d6d73dffec,42e7ebf8-565a-4a5a-8abd-2619a89b4a5a,Devops Engineer,Digital Agency,2020-11-30,2022-01-24,0,On-call rotation with PagerDuty integration and runbook automation
5b808b6e-bc7e-40e4-8b97-086900013b89,e8ccccba-be0a-4bf2-8ef6-5f67fbeaada4,Senior Fullstack Engineer,BigCo,2025-11-04,,1,"Booking platform integrating Google Calendar, video calls, and SMS reminders"
6c6de677-64f7-4061-bdb9-23e8c955ef76,e8ccccba-be0a-4bf2-8ef6-5f67fbeaada4,Fullstack Engineer,Digital Agency,2024-03-14,2025-09-05,0,"Booking platform integrating Google Calendar, video calls, and SMS reminders"
f1de44d9-8925-4b34-b610-c488f4136944,17c71ec1-a6c3-44ba-a120-dec8af379227,Senior Design Engineer,Consultancy,2024-03-14,,1,Design system covering 80 components with light/dark themes and tokens
e562e47d-41d8-4828-a0e8-464f0490f33d,17c71ec1-a6c3-44ba-a120-dec8af379227,Design Engineer,StartupXYZ,2022-01-24,2024-01-14,0,Design system covering 80 components with light/dark themes and tokens
24849208-97dd-4eb9-a23b-bbb14a285436,0a9f04f1-21b3-4282-aa44-6c1114aef468,Senior Ml Ai Engineer,E-Commerce Ltd,2023-06-18,,1,Resume parser extracting structured fields with confidence scores
74d34608-7204-4b7b-a4b3-65022b38e37a,0a9f04f1-21b3-4282-aa44-6c1114aef468,Ml Ai Engineer,Consultancy,2020-06-03,2023-04-19,0,Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes
20eafccb-7494-4ddb-ab30-bc401a604389,edda2d1e-f234-4c8c-bffc-e4f6109da7d2,Senior Design Engineer,StartupXYZ,2024-07-12,,1,Design system covering 80 components with light/dark themes and tokens
a178b645-a3ae-4bc5-9280-562324c6f4db,a08d8c36-f421-4ae1-b8cb-fa9584891ae8,Senior Ml Ai Engineer,StartupXYZ,2023-05-19,,1,Document RAG pipeline retrieving from 50k internal PDFs with citation tracking
45271fb3-2fa7-4aca-aa08-07cdb9d7f913,22c32e39-b4c5-4254-8cee-93578839bcca,Senior Frontend Engineer,E-Commerce Ltd,2023-05-19,,1,Marketing landing page with WebGL hero and 95+ Lighthouse score
abb9fc23-171c-43ae-ad65-9b690936ed46,25d167fd-2a95-4607-ad81-39bc5e0b5b60,Senior Backend Engineer,E-Commerce Ltd,2024-07-12,,1,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling
82244f97-2277-437c-bb40-d544d435b490,25d167fd-2a95-4607-ad81-39bc5e0b5b60,Backend Engineer,StartupXYZ,2022-11-20,2024-05-13,0,Stripe-style webhook receiver with idempotent retries and dead-letter handling
914a73f8-b44c-48b5-99f0-540e8aace1cd,08cb8fef-0198-4659-8f7c-038fba0578b8,Senior Ml Ai Engineer,TechCorp,2023-09-16,,1,"Sales-forecast model integrated into a finance dashboard, MAPE under 8%"
2c91ac1c-7f7c-4dcc-b97c-93ad263c026c,08cb8fef-0198-4659-8f7c-038fba0578b8,Ml Ai Engineer,Fintech Co,2022-06-23,2023-07-18,0,"Sales-forecast model integrated into a finance dashboard, MAPE under 8%"
33545bb8-d1c4-440d-9745-38bfa1f2dbd9,1d80e655-4ff5-44d0-94ce-793a9e3b5ada,Senior Design Engineer,StartupXYZ,2025-11-04,,1,Mobile app redesign cutting onboarding drop-off from 60% to 25%
a95db5a4-7bf8-4c92-abc3-bdc54b614229,faea9d6b-a40f-4d0f-a4d2-bdd210cc5c06,Senior Blockchain Engineer,BigCo,2023-10-16,,1,Cross-chain bridge between Ethereum and Polygon using lock-and-mint
56c7007e-22fc-44ae-b7ca-4304f71dfac3,da391e45-c117-422d-a279-6543183f4770,Senior Blockchain Engineer,Digital Agency,2025-11-04,,1,NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint
c3aa29b5-5729-4485-9ef1-c6f0630c3cf3,da391e45-c117-422d-a279-6543183f4770,Blockchain Engineer,Digital Agency,2024-03-14,2025-09-05,0,Cross-chain bridge between Ethereum and Polygon using lock-and-mint
f046d3b3-a021-4d9d-82e9-7fc3ece8d4d7,1e7bf2bc-0da5-4a37-a1a1-d0cf278e473b,Senior Ml Ai Engineer,TechCorp,2023-10-16,,1,Resume parser extracting structured fields with confidence scores
e34bd731-3f02-4575-96b0-387dd761b7ad,1e7bf2bc-0da5-4a37-a1a1-d0cf278e473b,Ml Ai Engineer,BigCo,2022-04-24,2023-08-17,0,Customer-support classifier reducing first-response time by 40%
781f69c3-2d22-445c-a5dc-4a3e1e0fcdc2,c1f4da68-4d59-48a5-8c8e-a5e6344e77c1,Senior Blockchain Engineer,Digital Agency,2023-05-19,,1,NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint
d1529d7e-fbef-4ea4-ac87-b543228b838b,c1f4da68-4d59-48a5-8c8e-a5e6344e77c1,Blockchain Engineer,BigCo,2021-07-28,2023-03-20,0,Cross-chain bridge between Ethereum and Polygon using lock-and-mint
6f7a9e7c-8b85-408b-ba3b-5f5de4db8b1d,321b88fe-c1b6-4017-b041-37ed842427ed,Senior Backend Engineer,BigCo,2023-09-16,,1,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling
93ed061e-79ed-44f2-b97a-bec5341ac0ff,ddb8edea-9a3b-4dc2-b2d0-2dd579572127,Senior Backend Engineer,Digital Agency,2025-10-05,,1,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling
1ef23694-bc6c-4602-b6d9-e425497e99bf,52c4ab91-1eac-4995-b9bb-531a9dbedbf7,Senior Devops Engineer,Consultancy,2025-09-05,,1,"Centralised logging with Loki + Grafana, retention tuned for 30 days"
b19db895-2421-4e5b-853e-874d731ad697,52c4ab91-1eac-4995-b9bb-531a9dbedbf7,Devops Engineer,TechCorp,2024-04-13,2025-07-07,0,"Migrated a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes"
c7360197-c0c3-4342-8555-3397f560a63e,fef3feda-0fdf-4e6b-8b22-17562b0e6077,Senior Ml Ai Engineer,TechCorp,2023-07-18,,1,Customer-support classifier reducing first-response time by 40%
b1821847-7b05-4db1-a52c-73616967b422,fef3feda-0fdf-4e6b-8b22-17562b0e6077,Ml Ai Engineer,TechCorp,2022-04-24,2023-05-19,0,Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes
e9a7685a-a624-4cda-9457-33471cb2a7d7,391cf51c-0cb4-48dd-8b26-1288d83cfaf1,Senior Design Engineer,BigCo,2024-01-14,,1,Design system covering 80 components with light/dark themes and tokens
eb19298b-6fe1-469c-a6fc-946ddd827199,f61e2464-8a04-4310-9acd-e778ec432da8,Senior Ml Ai Engineer,Fintech Co,2024-08-11,,1,Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes
eb77e1bb-ab55-4675-8f69-1cdfb42ffa33,957c0a05-35f0-480e-a542-911f29c7d22f,Senior Blockchain Engineer,Fintech Co,2025-11-04,,1,NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint
9adc291c-4b00-405d-8c65-cf0d4030f6e7,66ca12a7-d96f-441b-b87c-d384eff210fe,Senior Ml Ai Engineer,Consultancy,2025-09-05,,1,Customer-support classifier reducing first-response time by 40%
d51fd9a0-d43b-47e0-a066-cf182bdf0a3a,66ca12a7-d96f-441b-b87c-d384eff210fe,Ml Ai Engineer,TechCorp,2024-05-13,2025-07-07,0,Resume parser extracting structured fields with confidence scores
bc9f7cee-fa01-4246-a9d1-b2f7e237a08c,66ca12a7-d96f-441b-b87c-d384eff210fe,Ml Ai Engineer,Fintech Co,2021-04-29,2024-03-14,0,Document RAG pipeline retrieving from 50k internal PDFs with citation tracking
4d6f361a-4960-4a97-8ae9-8eded8d2cd28,d8703ae4-ae6d-4532-986d-2effd7a90547,Senior Backend Engineer,Digital Agency,2024-08-11,,1,GraphQL gateway aggregating three internal services into one API surface
5d676326-ad33-45f6-88b3-084919ebe059,d8703ae4-ae6d-4532-986d-2effd7a90547,Backend Engineer,BigCo,2022-01-24,2024-06-12,0,OAuth2 + JWT auth service handling 5k requests per minute
a5763cb5-be2e-48fa-bd01-6a95b8ced2dc,3c684fdf-63e2-4466-bcaa-d701a605790d,Senior Ml Ai Engineer,Digital Agency,2025-09-05,,1,"Sales-forecast model integrated into a finance dashboard, MAPE under 8%"
09d3c716-3dfd-4326-a3cd-2d0c8d1ebd34,478d0575-26c7-4887-8e73-4465162dd069,Senior Devops Engineer,E-Commerce Ltd,2025-08-06,,1,"Migrated a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes"
b6b42a42-e998-4f1c-9a8d-bb002ac394b4,1ab0007c-fdbc-4707-888a-b302d58f9b6c,Senior Design Engineer,E-Commerce Ltd,2024-06-12,,1,Internal tool UX overhaul reducing support tickets by 30%
22f0d2eb-b400-4291-ae29-c74df6b31510,1ab0007c-fdbc-4707-888a-b302d58f9b6c,Design Engineer,Consultancy,2023-05-19,2024-04-13,0,"Brand redesign for an EdTech startup — logo, type system, web and print collateral"
a94f74ac-15d8-48fd-99a0-01678980ff61,1ab0007c-fdbc-4707-888a-b302d58f9b6c,Design Engineer,StartupXYZ,2021-10-26,2023-03-20,0,Internal tool UX overhaul reducing support tickets by 30%
7e70122e-5df7-4c71-ae5e-df4b3e12814f,1ab0007c-fdbc-4707-888a-b302d58f9b6c,Design Engineer,Digital Agency,2019-12-06,2021-08-27,0,Internal tool UX overhaul reducing support tickets by 30%
3181f86d-4632-4697-ac84-cd08e6da97b1,19ebadb1-b410-441c-96b5-adf5a410debe,Senior Backend Engineer,Fintech Co,2024-01-14,,1,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling
a9a46b45-3ef4-4fcd-956a-b70844b9a236,f09f644d-79d4-4711-b087-c9059d8b6b00,Senior Devops Engineer,TechCorp,2024-11-09,,1,"Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning"
4985d96e-87a0-449b-a594-76a2674102e7,b430e1dd-f536-4df1-8046-41ef5a142c09,Senior Mobile Engineer,E-Commerce Ltd,2025-05-08,,1,"Food-delivery rider app with GPS tracking, push notifications, in-app payments"
5e59edc8-7dc1-4c9c-add4-575b012d8fba,b430e1dd-f536-4df1-8046-41ef5a142c09,Mobile Engineer,StartupXYZ,2024-10-10,2025-03-09,0,Health-tracking iOS app with HealthKit and Apple Watch companion
2396d896-f3c2-441c-ae5d-0bb430c59035,b430e1dd-f536-4df1-8046-41ef5a142c09,Mobile Engineer,E-Commerce Ltd,2022-01-24,2024-08-11,0,Travel itinerary builder with airline schedule sync and weather overlays
27723c03-75ac-41e2-8039-53ff27e3832f,f55f4974-7f3a-449f-8c6a-c28d1f3e7d3c,Senior Blockchain Engineer,BigCo,2025-02-07,,1,Audited and patched a lending protocol — disclosed two medium findings
deb3009b-c7b8-4dee-b738-76a8504f752b,02be06ea-ffc7-47b3-b26b-ec4e02bd8c5d,Senior Fullstack Engineer,Consultancy,2024-06-12,,1,Inventory management web app with barcode scanning on mobile and desktop
f57b4151-c013-485c-9c6e-3222f0d33f7e,ec30f882-f978-461f-9716-508cfed948f4,Senior Fullstack Engineer,Digital Agency,2024-12-09,,1,"Subscription analytics dashboard pulling from MRR, churn, and LTV metrics"
8afdd106-8fe5-45e5-8135-16dd0fd5b822,ec30f882-f978-461f-9716-508cfed948f4,Fullstack Engineer,Digital Agency,2022-02-23,2024-10-10,0,"Booking platform integrating Google Calendar, video calls, and SMS reminders"
1c256fb9-0cc4-4ec2-b9f0-f90809df7edd,6611a5a4-f23f-4fe5-9b1e-5c1d5503b7dd,Senior Devops Engineer,E-Commerce Ltd,2024-11-09,,1,Implemented blue/green deploys with automated rollback on failed health checks
bfcf379a-0408-483b-8bb0-0677b46e5afe,6611a5a4-f23f-4fe5-9b1e-5c1d5503b7dd,Devops Engineer,TechCorp,2023-02-18,2024-09-10,0,"Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning"
05511af3-974b-4532-abf9-01cfea1bdfe0,bfc5f55e-1a0d-4d45-aac9-5b91e7f800e4,Senior Backend Engineer,BigCo,2023-09-16,,1,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling
2142f281-3857-4ab9-8408-f66a539c4b97,bfc5f55e-1a0d-4d45-aac9-5b91e7f800e4,Backend Engineer,BigCo,2021-02-28,2023-07-18,0,Stripe-style webhook receiver with idempotent retries and dead-letter handling
5e8af548-ad5c-436b-9495-85429d5e4deb,12cbc6cf-0afc-4a36-a2f8-6919699a3e1c,Senior Mobile Engineer,E-Commerce Ltd,2025-05-08,,1,Banking transaction history with biometric login and offline view
060a701f-bda7-4e1e-b304-a6c4656ed495,12cbc6cf-0afc-4a36-a2f8-6919699a3e1c,Mobile Engineer,Fintech Co,2023-02-18,2025-03-09,0,"Food-delivery rider app with GPS tracking, push notifications, in-app payments"
976c346e-5232-4356-acf9-afd8f62ce769,256cee47-a5d2-4016-9c44-2d8fb7497241,Senior Frontend Engineer,Fintech Co,2025-01-08,,1,Admin panel with role-based access control and granular permission editing
0ca21ead-7d83-4a0f-a698-8efe076d11d0,256cee47-a5d2-4016-9c44-2d8fb7497241,Frontend Engineer,TechCorp,2024-05-13,2024-11-09,0,"Customer dashboard with charting, filtering, and CSV export — handles 200k rows"
a0bf1cda-2b31-46de-bd3c-c124506d643a,256cee47-a5d2-4016-9c44-2d8fb7497241,Frontend Engineer,Digital Agency,2021-05-29,2024-03-14,0,Marketing landing page with WebGL hero and 95+ Lighthouse score
2f4bcee2-5302-4084-880c-8001a9494f49,cf03e79c-d942-4885-9fd7-8fd2d0522dfb,Senior Blockchain Engineer,Consultancy,2025-05-08,,1,Cross-chain bridge between Ethereum and Polygon using lock-and-mint
04dddcde-6c5d-4c95-80ee-5e3872372a61,180fdcae-e669-484c-9234-8add7721f347,Senior Fullstack Engineer,Digital Agency,2025-07-07,,1,"B2B vendor portal with invoice generation, e-signing, and audit trail"
d5b44730-45ce-4fbe-859f-1696551cb988,c35b252f-ab44-4dcf-b7ed-6aec6aca8572,Senior Design Engineer,Fintech Co,2025-08-06,,1,Design system covering 80 components with light/dark themes and tokens
c319baf5-8777-45d7-b0f3-e7257a8c7925,f48151b2-e983-4894-93b4-252992b92347,Senior Backend Engineer,Digital Agency,2025-06-07,,1,Stripe-style webhook receiver with idempotent retries and dead-letter handling
0f85d7a8-182b-4f80-85fb-eaad3636d0bb,bdb79088-aca3-462d-9f20-ff3c11e6cfd5,Senior Design Engineer,Fintech Co,2023-11-15,,1,"Brand redesign for an EdTech startup — logo, type system, web and print collateral"
2db1c1a3-7500-4cb0-9fae-bddad8bb9375,bdb79088-aca3-462d-9f20-ff3c11e6cfd5,Design Engineer,StartupXYZ,2021-11-25,2023-09-16,0,Design system covering 80 components with light/dark themes and tokens
a85c5dc7-accb-422c-86fc-ff0395156503,bdb79088-aca3-462d-9f20-ff3c11e6cfd5,Design Engineer,StartupXYZ,2021-04-29,2021-09-26,0,"Brand redesign for an EdTech startup — logo, type system, web and print collateral"
b331af68-d6fc-4f28-896e-b3302ee48cdc,b82556a9-693f-4e25-828e-e99d843c24bf,Senior Design Engineer,Consultancy,2024-05-13,,1,Mobile app redesign cutting onboarding drop-off from 60% to 25%
89de6ce6-131e-43a4-bd54-b4dfb588c52a,b82556a9-693f-4e25-828e-e99d843c24bf,Design Engineer,Consultancy,2022-12-20,2024-03-14,0,Marketing site for a B2B SaaS product including illustrations and motion
a5925d3c-4b83-4d02-b8d6-deb27da14347,3ac18492-14d6-46f3-b1fc-f9d62abcc864,Senior Design Engineer,Fintech Co,2025-07-07,,1,Marketing site for a B2B SaaS product including illustrations and motion
43327a91-63dc-4c35-bc0c-56d8fc8c011b,0cf0e8d2-07ec-41bd-824e-f0214a4c4192,Senior Fullstack Engineer,TechCorp,2025-08-06,,1,"Subscription analytics dashboard pulling from MRR, churn, and LTV metrics"
4c73c08a-c586-464e-8e5a-a027448e058b,0cf0e8d2-07ec-41bd-824e-f0214a4c4192,Fullstack Engineer,E-Commerce Ltd,2024-02-13,2025-06-07,0,"MVP for a fitness tracking SaaS — Next.js app, PostgreSQL, Stripe billing"
629fff81-e3ca-42bc-bb05-f847f61564b6,d33a1dc7-abc2-4b21-8833-92514883a7a9,Senior Backend Engineer,Digital Agency,2025-10-05,,1,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling
b42c8cbe-f9cc-43f4-9c4d-fe80ef6da131,d33a1dc7-abc2-4b21-8833-92514883a7a9,Backend Engineer,BigCo,2024-08-11,2025-08-06,0,Stripe-style webhook receiver with idempotent retries and dead-letter handling
c4b40f69-05b9-4f66-9991-5ae78ba63150,9294631e-8e87-4ba0-bbc0-527d333a94ed,Senior Design Engineer,TechCorp,2025-02-07,,1,Mobile app redesign cutting onboarding drop-off from 60% to 25%
026ea11f-491a-4688-a1ae-36feb7cf44fc,969972e2-fea6-4e6d-8812-74d844ba3e9c,Senior Ml Ai Engineer,TechCorp,2025-07-07,,1,Document RAG pipeline retrieving from 50k internal PDFs with citation tracking
ff29d04c-8e5d-4e68-9c73-a65755c6ceb6,78420beb-50d3-4585-a9b8-cf16d80bb871,Senior Devops Engineer,BigCo,2025-11-04,,1,"Migrated a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes"
83bfe228-cc5c-4dd7-8239-84b719dbb432,81894a79-d6a5-45b2-91e1-aa7c68251609,Senior Devops Engineer,Digital Agency,2024-01-14,,1,Implemented blue/green deploys with automated rollback on failed health checks
207fb10d-70d3-4a4f-a3ed-fb9338063bb0,81894a79-d6a5-45b2-91e1-aa7c68251609,Devops Engineer,TechCorp,2022-06-23,2023-11-15,0,"Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning"
c9c38685-654b-416d-9aaa-991c26f9739d,81894a79-d6a5-45b2-91e1-aa7c68251609,Devops Engineer,Consultancy,2021-09-26,2022-04-24,0,"Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning"
ca48d27f-92b8-43af-b827-3bf3c461b3ff,19ab9f96-ebdf-4c7f-ba7a-bbac3818f62a,Senior Blockchain Engineer,Digital Agency,2024-01-14,,1,Audited and patched a lending protocol — disclosed two medium findings
5f83df2c-4e15-44a3-b135-26f8cac4139a,8bd2bb37-a425-44cd-a788-bbf74108cc44,Senior Design Engineer,Digital Agency,2025-07-07,,1,Design system covering 80 components with light/dark themes and tokens
e1b9d241-dab1-49cd-a6f5-a19e4ebde704,92ea13e8-908c-454e-9891-9cef6400c7ae,Senior Backend Engineer,Consultancy,2025-07-07,,1,GraphQL gateway aggregating three internal services into one API surface
1ec96ed0-7ca5-43a1-991a-4f2d3bbaf029,92ea13e8-908c-454e-9891-9cef6400c7ae,Backend Engineer,E-Commerce Ltd,2023-05-19,2025-05-08,0,Stripe-style webhook receiver with idempotent retries and dead-letter handling
85e91639-b4db-4188-8017-1c5befd47a71,4f612997-0f11-4129-b8dd-8a2b7202b43e,Senior Mobile Engineer,TechCorp,2023-10-16,,1,"Food-delivery rider app with GPS tracking, push notifications, in-app payments"
9e82f04a-9942-4637-a19a-576188e619ce,4f612997-0f11-4129-b8dd-8a2b7202b43e,Mobile Engineer,StartupXYZ,2022-01-24,2023-08-17,0,Banking transaction history with biometric login and offline view
6a0bb1ab-46b1-4774-b17b-30a1b6fe6266,4f612997-0f11-4129-b8dd-8a2b7202b43e,Mobile Engineer,BigCo,2019-10-07,2021-11-25,0,Banking transaction history with biometric login and offline view
e3bfba4b-d878-4ff0-be44-bb226b65dd76,6a107a0d-e417-464f-b26e-026ae2748450,Senior Ml Ai Engineer,Consultancy,2024-01-14,,1,Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes
960e39fd-98d0-4a6f-96be-fa0b9c905a00,6a107a0d-e417-464f-b26e-026ae2748450,Ml Ai Engineer,StartupXYZ,2021-07-28,2023-11-15,0,Document RAG pipeline retrieving from 50k internal PDFs with citation tracking
87fcb543-3019-4de6-9cda-70ed2886fb70,d2ef70b0-48f3-432b-8771-972643cf7823,Senior Backend Engineer,Fintech Co,2024-04-13,,1,Stripe-style webhook receiver with idempotent retries and dead-letter handling
08051367-6993-47e8-8645-b2604e8a665f,ee972b68-437e-4ec6-a2cf-f9310aa2ba0f,Senior Backend Engineer,Digital Agency,2025-02-07,,1,Stripe-style webhook receiver with idempotent retries and dead-letter handling
96487b28-43af-4824-b8b7-d98c30ae9834,ee972b68-437e-4ec6-a2cf-f9310aa2ba0f,Backend Engineer,BigCo,2022-03-25,2024-12-09,0,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling
